user,Subject,text
ivorroy,Donald Trump,"  I don’t want Hunter Biden’s laptop. I want Donald Trump’s taxes, his medical records, Ivanka’s and Jared…"
GrondaMorin,Donald Trump," A 64-page document disseminated by associates of Donald Trump appears to be the work of a fake ""intelligence firm.""…"
delvis_8,Donald Trump, America’s reputation abroad has plunged during Donald Trump’s presidency. Confidence that he will do the right thing in w…
PhilipDMorton,Donald Trump," Hey Rudy, we get it, Donald sent you a desperate panicked call from the WH to get out the fake mes… "
evabai,Donald Trump," .⁦⁩, a highly respected retired brigadier general who spent his career in the intelligence field, asks a hitherto u…"
UbelieveInGhost,Donald Trump, Remember... it’s not just Donald Trump being voted out.... it’s his entire family and garbage administration that’ll be ki…
MJnCBREEZY4LYFE,Donald Trump, Donald Trump literally appointed three Supreme Court Justices who are prepared to strike down the entire Voting Rights Act…
mmcandy64,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
jay_bowes,Donald Trump," So much time and energy squandered because we entrusted the White House to the most corrupt, incompetent person imaginable.…"
dcboyisangry,Donald Trump," PROTESTS PLANNED TO OPPOSE A STOLEN ELECTIONActivist groups plan to hit the streets next week, if President Donald Tru…"
CheviotCourt,Donald Trump,"  Donald Trump Jr: ""These people are truly morons""Then proceeds to counter scientific aggregate data with wh…"
Robert_smith001,Donald Trump, The men in white coats can't be very far away from Donald Trump. Does Walter Reed hospital have a secure psychiatric unit
KatSimkhovitch,Donald Trump," We are going up on radio in small, African American communities in Florida – places that neither party pays much attention…"
anniescot,Donald Trump, America’s reputation abroad has plunged during Donald Trump’s presidency. Confidence that he will do the right thing in w…
Tetgren,Donald Trump,      They all lie. Donald Trump lies like… 
AZSuperstitions,Donald Trump, “My choice in the 2020 general election is between a personally offensive outsider who signs good policies into law and a…
thecwhenry,Donald Trump," COVID-19 deaths:United States: 225,000Population: 328.2 millionCOVID-19 deaths:Canada: 9,963Japan: 1,716Australia: 9…"
JosiePLeon,Donald Trump, There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect…
JeannaCiccarone,Donald Trump, “They lied to you about Donald Trump. They lied about Brett Kavanaugh. They lied about children in cages. Hell- they eve…
adorbdeplorb,Donald Trump, Pollak: 11 Shining Successes of President Donald Trump‘s First Term  via 
arthur_cambigue,Donald Trump,"Rage, disbelief, jubilation—everyone reacted a little bit differently when Republican Donald Trump won the presiden… "
ivorroy,Donald Trump, Those who didn't vote in 2016 are showing up early in droves — and more are Democrats. 
StarShakti369,Donald Trump, Never forget this speech. #Trump2020#DigIt! Donald Trump’s Greatest Speech on Taking Back America - …
Lori_Husker,Donald Trump," .⁦⁩, a highly respected retired brigadier general who spent his career in the intelligence field, asks a hitherto u…"
PAMEDIAPOST,Donald Trump, Donald Trump is on track to become the worst jobs president in modern American history. 
MarinaLewis,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
amandablount2,Donald Trump, Donald Trump is mad that the natural disasters that hit Iowa and destroyed thousands of homes and farms got more coverage…
walkrunfly1,Donald Trump, It’s very on brand with today’s Republican Party to choose a MAGA rally with Donald Trump over a much larger television audien…
dedkobrez,Donald Trump, Civil rights leader and Christian activist Rev. William Owens endorsed Donald Trump for president. …
durso_john,Donald Trump," COVID-19 deaths:United States: 225,000Population: 328.2 millionCOVID-19 deaths:Canada: 9,963Japan: 1,716Australia: 9…"
MichaelATotaro4,Donald Trump," WOW, Even MSNBC's Joe Scarborough had to admit President Trump's economy is BOOMING! ""It's a historic number...Donald…"
leaciah,Donald Trump, It’s 2:30 in the morning and Donald Trump is completely melting down right now 
Indivisible_SJ,Donald Trump," The Economist’s Zanny Minton Beddoes:“If we have another four years of Donald Trump, the America that the world has come to se…"
Mr_1BallWhale,Donald Trump, Democrat nightmare: The daily Rasmussen Reports poll that tracks black support for Donald Trump shows the president sitt…
CiAnDy3,Donald Trump, Wanted: assessment of why Bush-era war criminals are suddenly the darlings of the Rachel Maddow #Resistance-and-smart glasses…
annita_bowman,Donald Trump, Donald Trump just gave something away 
fireworkbonnie,Donald Trump, Remember... it’s not just Donald Trump being voted out.... it’s his entire family and garbage administration that’ll be ki…
notComey,Donald Trump, Those who didn't vote in 2016 are showing up early in droves — and more are Democrats. 
notComey,Donald Trump," ""It's like a gangster culture,"" Robert De Niro says of Donald Trump's presidency. ""He has no concept about what the right thing…"
notComey,Donald Trump," The Economist’s Zanny Minton Beddoes:“If we have another four years of Donald Trump, the America that the world has come to se…"
davermont,Donald Trump," We MUST remove Donald Trump from office for so many reasons. But for me, here are his 3 primary, unforgivable misdeeds..."
zelda229,Donald Trump, Fascist greedy grifter Trump screws the middle class and poor again 🤬👉he wants to completely unleash greedy corporations — and…
GentlemanSly,Donald Trump, We stand with the people of Philadelphia and people all across the country who have taken to the streets to protest this ou…
eveofdestructio,Donald Trump,"The Apple does not fall far from the tree, Donald Trump Jr. Follows the steps of his dad, President Trump! He has l… "
sherrymelissa_w,Donald Trump," ""Trump's failed bet to ignore science and prioritize his political goals early in the pandemic, revealed in detail by new Jared Ku…"
ginnyvaet66,Donald Trump,   I believe in the trump prophecy read about prophet of loretto a brick w… 
paka0401,Donald Trump," Donald Trump Jr.: ""Why aren't they talking about deaths? Oh, oh, because the number is almost nothing because we've gott…"
real_jon_c,Donald Trump, Hell for Donald Trump Jr is walking up to a bouncer at the least good Spearmint Rhino and having the bouncer go “no” and…
FatimaBangura_,Donald Trump,"""Failed RINO former Governor Rick Snyder of Michigan was a disaster with respect to the Flint Water CATASTROPHE, an… "
kelly_riedell,Donald Trump," BREAKING:  Donald Trump just called the process of counting all the votes, ""stealing an election.""How can anyone suppo…"
armanwalker,Donald Trump," A fake ""intelligence"" document about Hunter Biden that was later disseminated by close associates of President Donald…"
Blakiejacobson,Donald Trump,      This is not an issue of telling people who they should…
kathy_hoffman,Donald Trump, Pollak: 11 Shining Successes of President Donald Trump‘s First Term  via 
niterydr01,Donald Trump," Donald Trump Jr. repeatedly says that American deaths from covid have nearly disappeared.""If you look at my Instagram…"
BlancheBullshit,Donald Trump," PAPA DONALD TRUMP, CAN YOU HEAR US? BY BLANCHE BULLSHIT  via "
stilllaurieone,Donald Trump," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…"
MlLedoux,Donald Trump, Americans plan widespread protests if Donald Trump interferes with election || Via: Reuters 
lucy_mean,Donald Trump, There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect…
jstnellis,Donald Trump, They get three Supreme Court confirmations in four years. We get celebrity selfies with Donald Trump.
BlancheBullshit,Donald Trump,"PAPA DONALD TRUMP, CAN YOU HEAR US? BY BLANCHE BULLSHIT  via "
MarinaTenderbox,Donald Trump,Where are my famous comedians that need a quick little tv skit with a laugh ? Make this little commercial with a lo… 
Jake_Ess,Donald Trump," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…"
KathiHole,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
Djustsaying9,Donald Trump, There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect…
toschie,Donald Trump," Donald Trump Stokes Fear In The Suburbs, But Few Low-Income Families Ever Make It There | Via: NPR …"
MJMusicEars,Donald Trump," ""This is what happens when you get your math degree at Trump University,"" one Twitter user hit back at Donald Trump's son.…"
shunelees,Donald Trump, There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect…
john_schindler,Donald Trump, NEW VIDEO! #PleaseSaveTheseChildren  If you don't have a bright line for crimes against children you don't have a line.…
NedFCarmody,Donald Trump, RT this if you are ready to make Donald Trump a one-term president.
stanley_sls,Donald Trump," Trump’s Impeachable Offenses:#13.) Trump tried repeatedly to fulfill his campaign promise to ""Lock Up” Hillary Clinton…"
tricia2051,Donald Trump," GDP rose last quarter, but visits to food banks haven’t slowed, and poverty has grown. We’re on track for the worst economic…"
MJMusicEars,Donald Trump,Trump relying on government officials in final campaign stretch  #TrumpCorruption
DerAlbaugh,Donald Trump," Donald Trump Jr.: ""Why aren't they talking about deaths? Oh, oh, because the number is almost nothing because we've gott…"
Crophugger,Donald Trump, Pollak: 11 Shining Successes of President Donald Trump‘s First Term  via 
CRuehlicke,Donald Trump,  Let’s not forget Trump’s corrupt (money-laundering) tower in Baku! I don’t think it’s a coincidence that Turk…
rondafulfer,Donald Trump," The same people who are outraged at AOC for slipping into a borrowed $14,000 outfit for a Vanity Fair photo shoot are…"
MemeBurk,Donald Trump," GDP rose last quarter, but visits to food banks haven’t slowed, and poverty has grown. We’re on track for the worst economic…"
kent_the_goon,Donald Trump," The same people who are outraged at AOC for slipping into a borrowed $14,000 outfit for a Vanity Fair photo shoot are…"
TCRG2012,Donald Trump," He could negotiate asylum somewhere from which extradition would be difficult, although he would also become in essence…"
